transaction_at,item_name,item_sku,quantity,unit_price,cost_price,total_amount,transaction_type
2026-04-17,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-17,GT V12-FAST-004,V12-FAST-004,4,5.00,2.00,20.00,sale
2026-04-17,Cooking Oil 3L,V12-FIL-001,8,10.37,8.32,82.96,sale
2026-04-17,Mayo 750ml,V12-FIL-005,11,6.41,4.14,70.51,sale
2026-04-17,Ketchup 1kg,V12-FIL-006,7,11.33,7.49,79.31,sale
2026-04-17,Olive Oil 1L,V12-FIL-007,6,36.61,26.78,219.66,sale
2026-04-17,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-17,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-17,Soap 6pk,V12-FIL-033,2,29.31,23.83,58.62,sale
2026-04-17,Toothpaste 3pk,V12-FIL-035,2,55.25,39.53,110.50,sale
2026-04-17,Tissue 6pk,V12-FIL-036,1,19.20,13.90,19.20,sale
2026-04-17,Salt 1kg,V12-FIL-040,11,28.05,18.01,308.55,sale
2026-04-17,Canned Beans 400g,V12-FIL-048,7,28.98,22.66,202.86,sale
2026-04-17,Tuna 180g,V12-FIL-049,8,58.71,43.15,469.68,sale
2026-04-17,Zucchini,V12-FIL-056,10,35.42,23.42,354.20,sale
2026-04-17,Eggplant,V12-FIL-057,12,35.67,29.77,428.04,sale
2026-04-17,Almonds 200g,V12-FIL-064,2,4.43,3.39,8.86,sale
2026-04-17,Stock Cubes 12pk,V12-FIL-070,7,19.59,15.20,137.13,sale
2026-04-17,Ginger 500g,V12-FIL-072,2,21.29,15.31,42.58,sale
2026-04-17,Paprika 100g,V12-FIL-074,1,34.73,25.81,34.73,sale
2026-04-17,GT V12-GROWTH-001,V12-GROWTH-001,1,13.00,6.00,13.00,sale
2026-04-17,GT V12-GROWTH-002,V12-GROWTH-002,2,26.00,12.00,52.00,sale
2026-04-17,GT V12-HEALTHY-001,V12-HEALTHY-001,3,12.00,6.00,36.00,sale
2026-04-17,GT V12-HEALTHY-002,V12-HEALTHY-002,2,9.00,4.00,18.00,sale
2026-04-17,GT V12-MARGIN-002,V12-MARGIN-002,5,14.00,20.00,70.00,sale
2026-04-17,GT V12-OVERSTOCK-001,V12-OVERSTOCK-001,3,30.00,15.00,90.00,sale
2026-04-17,GT V12-OVERSTOCK-002,V12-OVERSTOCK-002,2,80.00,40.00,160.00,sale
2026-04-17,GT V12-PO-001,V12-PO-001,4,9.00,4.00,36.00,sale
2026-04-17,GT V12-PO-002,V12-PO-002,2,10.00,5.00,20.00,sale
2026-04-17,GT V12-SEASONAL-003,V12-SEASONAL-003,2,15.00,7.00,30.00,sale
2026-04-17,GT V12-STOCKOUT-001,V12-STOCKOUT-001,8,16.00,8.00,128.00,sale
2026-04-17,GT V12-STOCKOUT-002,V12-STOCKOUT-002,5,7.00,3.00,35.00,sale
2026-04-18,GT V12-FAST-001,V12-FAST-001,5,11.00,5.00,55.00,sale
2026-04-18,GT V12-FAST-002,V12-FAST-002,6,14.00,7.00,84.00,sale
2026-04-18,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-18,GT V12-FAST-004,V12-FAST-004,4,5.00,2.00,20.00,sale
2026-04-18,Cooking Oil 3L,V12-FIL-001,8,10.37,8.32,82.96,sale
2026-04-18,Mayo 750ml,V12-FIL-005,11,6.41,4.14,70.51,sale
2026-04-18,Ketchup 1kg,V12-FIL-006,7,11.33,7.49,79.31,sale
2026-04-18,Olive Oil 1L,V12-FIL-007,6,36.61,26.78,219.66,sale
2026-04-18,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-18,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-18,Soap 6pk,V12-FIL-033,1,29.31,23.83,29.31,sale
2026-04-18,Toothpaste 3pk,V12-FIL-035,2,55.25,39.53,110.50,sale
2026-04-18,Tissue 6pk,V12-FIL-036,1,19.20,13.90,19.20,sale
2026-04-18,Salt 1kg,V12-FIL-040,11,28.05,18.01,308.55,sale
2026-04-18,Jam 400g,V12-FIL-043,1,35.14,24.76,35.14,sale
2026-04-18,Canned Beans 400g,V12-FIL-048,7,28.98,22.66,202.86,sale
2026-04-18,Tuna 180g,V12-FIL-049,8,58.71,43.15,469.68,sale
2026-04-18,Zucchini,V12-FIL-056,10,35.42,23.42,354.20,sale
2026-04-18,Eggplant,V12-FIL-057,12,35.67,29.77,428.04,sale
2026-04-18,Baby Carrots,V12-FIL-062,1,3.77,2.78,3.77,sale
2026-04-18,Almonds 200g,V12-FIL-064,2,4.43,3.39,8.86,sale
2026-04-18,Stock Cubes 12pk,V12-FIL-070,7,19.59,15.20,137.13,sale
2026-04-18,Ginger 500g,V12-FIL-072,2,21.29,15.31,42.58,sale
2026-04-18,Paprika 100g,V12-FIL-074,1,34.73,25.81,34.73,sale
2026-04-18,GT V12-GROWTH-001,V12-GROWTH-001,1,13.00,6.00,13.00,sale
2026-04-18,GT V12-GROWTH-002,V12-GROWTH-002,2,26.00,12.00,52.00,sale
2026-04-18,GT V12-HEALTHY-001,V12-HEALTHY-001,3,12.00,6.00,36.00,sale
2026-04-18,GT V12-HEALTHY-002,V12-HEALTHY-002,2,9.00,4.00,18.00,sale
2026-04-18,GT V12-MARGIN-002,V12-MARGIN-002,5,14.00,20.00,70.00,sale
2026-04-18,GT V12-OVERSTOCK-001,V12-OVERSTOCK-001,3,30.00,15.00,90.00,sale
2026-04-18,GT V12-OVERSTOCK-002,V12-OVERSTOCK-002,2,80.00,40.00,160.00,sale
2026-04-18,GT V12-PO-001,V12-PO-001,4,9.00,4.00,36.00,sale
2026-04-18,GT V12-PO-002,V12-PO-002,2,10.00,5.00,20.00,sale
2026-04-18,GT V12-SEASONAL-003,V12-SEASONAL-003,2,15.00,7.00,30.00,sale
2026-04-18,GT V12-STOCKOUT-001,V12-STOCKOUT-001,8,16.00,8.00,128.00,sale
2026-04-18,GT V12-STOCKOUT-002,V12-STOCKOUT-002,5,7.00,3.00,35.00,sale
2026-04-19,GT V12-FAST-001,V12-FAST-001,5,11.00,5.00,55.00,sale
2026-04-19,GT V12-FAST-002,V12-FAST-002,6,14.00,7.00,84.00,sale
2026-04-19,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-19,GT V12-FAST-004,V12-FAST-004,4,5.00,2.00,20.00,sale
2026-04-19,Cooking Oil 3L,V12-FIL-001,8,10.37,8.32,82.96,sale
2026-04-19,Mayo 750ml,V12-FIL-005,11,6.41,4.14,70.51,sale
2026-04-19,Ketchup 1kg,V12-FIL-006,7,11.33,7.49,79.31,sale
2026-04-19,Olive Oil 1L,V12-FIL-007,6,36.61,26.78,219.66,sale
2026-04-19,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-19,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-19,Apple 1kg,V12-FIL-023,1,6.32,5.13,6.32,sale
2026-04-19,Chocolate 100g,V12-FIL-030,1,20.09,12.61,20.09,sale
2026-04-19,Soap 6pk,V12-FIL-033,1,29.31,23.83,29.31,sale
2026-04-19,Toothpaste 3pk,V12-FIL-035,1,55.25,39.53,55.25,sale
2026-04-19,Tissue 6pk,V12-FIL-036,1,19.20,13.90,19.20,sale
2026-04-19,Salt 1kg,V12-FIL-040,11,28.05,18.01,308.55,sale
2026-04-19,Jam 400g,V12-FIL-043,1,35.14,24.76,35.14,sale
2026-04-19,Canned Beans 400g,V12-FIL-048,7,28.98,22.66,202.86,sale
2026-04-19,Tuna 180g,V12-FIL-049,8,58.71,43.15,469.68,sale
2026-04-19,Zucchini,V12-FIL-056,10,35.42,23.42,354.20,sale
2026-04-19,Eggplant,V12-FIL-057,12,35.67,29.77,428.04,sale
2026-04-19,Baby Carrots,V12-FIL-062,1,3.77,2.78,3.77,sale
2026-04-19,Almonds 200g,V12-FIL-064,1,4.43,3.39,4.43,sale
2026-04-19,Stock Cubes 12pk,V12-FIL-070,7,19.59,15.20,137.13,sale
2026-04-19,Ginger 500g,V12-FIL-072,2,21.29,15.31,42.58,sale
2026-04-19,Paprika 100g,V12-FIL-074,1,34.73,25.81,34.73,sale
2026-04-19,GT V12-GROWTH-001,V12-GROWTH-001,1,13.00,6.00,13.00,sale
2026-04-19,GT V12-GROWTH-002,V12-GROWTH-002,2,26.00,12.00,52.00,sale
2026-04-19,GT V12-HEALTHY-001,V12-HEALTHY-001,3,12.00,6.00,36.00,sale
2026-04-19,GT V12-HEALTHY-002,V12-HEALTHY-002,2,9.00,4.00,18.00,sale
2026-04-19,GT V12-MARGIN-001,V12-MARGIN-001,1,9.00,15.00,9.00,sale
2026-04-19,GT V12-MARGIN-002,V12-MARGIN-002,5,14.00,20.00,70.00,sale
2026-04-19,GT V12-OVERSTOCK-001,V12-OVERSTOCK-001,2,30.00,15.00,60.00,sale
2026-04-19,GT V12-OVERSTOCK-002,V12-OVERSTOCK-002,2,80.00,40.00,160.00,sale
2026-04-19,GT V12-PO-001,V12-PO-001,4,9.00,4.00,36.00,sale
2026-04-19,GT V12-PO-002,V12-PO-002,2,10.00,5.00,20.00,sale
2026-04-19,GT V12-SEASONAL-003,V12-SEASONAL-003,2,15.00,7.00,30.00,sale
2026-04-19,GT V12-STOCKOUT-001,V12-STOCKOUT-001,8,16.00,8.00,128.00,sale
2026-04-19,GT V12-STOCKOUT-002,V12-STOCKOUT-002,5,7.00,3.00,35.00,sale
2026-04-20,GT V12-FAST-001,V12-FAST-001,5,11.00,5.00,55.00,sale
2026-04-20,GT V12-FAST-002,V12-FAST-002,6,14.00,7.00,84.00,sale
2026-04-20,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-20,GT V12-FAST-004,V12-FAST-004,4,5.00,2.00,20.00,sale
2026-04-20,Cooking Oil 3L,V12-FIL-001,8,10.37,8.32,82.96,sale
2026-04-20,Mayo 750ml,V12-FIL-005,11,6.41,4.14,70.51,sale
2026-04-20,Ketchup 1kg,V12-FIL-006,7,11.33,7.49,79.31,sale
2026-04-20,Olive Oil 1L,V12-FIL-007,6,36.61,26.78,219.66,sale
2026-04-20,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-20,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-20,Apple 1kg,V12-FIL-023,1,6.32,5.13,6.32,sale
2026-04-20,Chocolate 100g,V12-FIL-030,1,20.09,12.61,20.09,sale
2026-04-20,Soap 6pk,V12-FIL-033,1,29.31,23.83,29.31,sale
2026-04-20,Toothpaste 3pk,V12-FIL-035,1,55.25,39.53,55.25,sale
2026-04-20,Tissue 6pk,V12-FIL-036,1,19.20,13.90,19.20,sale
2026-04-20,Salt 1kg,V12-FIL-040,11,28.05,18.01,308.55,sale
2026-04-20,Jam 400g,V12-FIL-043,1,35.14,24.76,35.14,sale
2026-04-20,Canned Beans 400g,V12-FIL-048,7,28.98,22.66,202.86,sale
2026-04-20,Tuna 180g,V12-FIL-049,8,58.71,43.15,469.68,sale
2026-04-20,Zucchini,V12-FIL-056,10,35.42,23.42,354.20,sale
2026-04-20,Eggplant,V12-FIL-057,12,35.67,29.77,428.04,sale
2026-04-20,Baby Carrots,V12-FIL-062,1,3.77,2.78,3.77,sale
2026-04-20,Almonds 200g,V12-FIL-064,1,4.43,3.39,4.43,sale
2026-04-20,Stock Cubes 12pk,V12-FIL-070,7,19.59,15.20,137.13,sale
2026-04-20,Ginger 500g,V12-FIL-072,2,21.29,15.31,42.58,sale
2026-04-20,Paprika 100g,V12-FIL-074,1,34.73,25.81,34.73,sale
2026-04-20,GT V12-GROWTH-001,V12-GROWTH-001,1,13.00,6.00,13.00,sale
2026-04-20,GT V12-GROWTH-002,V12-GROWTH-002,2,26.00,12.00,52.00,sale
2026-04-20,GT V12-HEALTHY-001,V12-HEALTHY-001,3,12.00,6.00,36.00,sale
2026-04-20,GT V12-HEALTHY-002,V12-HEALTHY-002,2,9.00,4.00,18.00,sale
2026-04-20,GT V12-MARGIN-001,V12-MARGIN-001,1,9.00,15.00,9.00,sale
2026-04-20,GT V12-MARGIN-002,V12-MARGIN-002,5,14.00,20.00,70.00,sale
2026-04-20,GT V12-OVERSTOCK-001,V12-OVERSTOCK-001,2,30.00,15.00,60.00,sale
2026-04-20,GT V12-OVERSTOCK-002,V12-OVERSTOCK-002,2,80.00,40.00,160.00,sale
2026-04-20,GT V12-PO-001,V12-PO-001,4,9.00,4.00,36.00,sale
2026-04-20,GT V12-PO-002,V12-PO-002,2,10.00,5.00,20.00,sale
2026-04-20,GT V12-SEASONAL-003,V12-SEASONAL-003,2,15.00,7.00,30.00,sale
2026-04-20,GT V12-STOCKOUT-001,V12-STOCKOUT-001,8,16.00,8.00,128.00,sale
2026-04-20,GT V12-STOCKOUT-002,V12-STOCKOUT-002,5,7.00,3.00,35.00,sale
2026-04-21,GT V12-FAST-001,V12-FAST-001,5,11.00,5.00,55.00,sale
2026-04-21,GT V12-FAST-002,V12-FAST-002,6,14.00,7.00,84.00,sale
2026-04-21,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-21,GT V12-FAST-004,V12-FAST-004,4,5.00,2.00,20.00,sale
2026-04-21,Cooking Oil 3L,V12-FIL-001,8,10.37,8.32,82.96,sale
2026-04-21,Mayo 750ml,V12-FIL-005,11,6.41,4.14,70.51,sale
2026-04-21,Ketchup 1kg,V12-FIL-006,6,11.33,7.49,67.98,sale
2026-04-21,Olive Oil 1L,V12-FIL-007,5,36.61,26.78,183.05,sale
2026-04-21,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-21,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-21,Apple 1kg,V12-FIL-023,1,6.32,5.13,6.32,sale
2026-04-21,Chocolate 100g,V12-FIL-030,1,20.09,12.61,20.09,sale
2026-04-21,Soap 6pk,V12-FIL-033,1,29.31,23.83,29.31,sale
2026-04-21,Toothpaste 3pk,V12-FIL-035,1,55.25,39.53,55.25,sale
2026-04-21,Tissue 6pk,V12-FIL-036,1,19.20,13.90,19.20,sale
2026-04-21,Salt 1kg,V12-FIL-040,11,28.05,18.01,308.55,sale
2026-04-21,Jam 400g,V12-FIL-043,1,35.14,24.76,35.14,sale
2026-04-21,Canned Beans 400g,V12-FIL-048,7,28.98,22.66,202.86,sale
2026-04-21,Tuna 180g,V12-FIL-049,8,58.71,43.15,469.68,sale
2026-04-21,Zucchini,V12-FIL-056,9,35.42,23.42,318.78,sale
2026-04-21,Eggplant,V12-FIL-057,12,35.67,29.77,428.04,sale
2026-04-21,Baby Carrots,V12-FIL-062,1,3.77,2.78,3.77,sale
2026-04-21,Almonds 200g,V12-FIL-064,1,4.43,3.39,4.43,sale
2026-04-21,Stock Cubes 12pk,V12-FIL-070,7,19.59,15.20,137.13,sale
2026-04-21,Ginger 500g,V12-FIL-072,1,21.29,15.31,21.29,sale
2026-04-21,Paprika 100g,V12-FIL-074,1,34.73,25.81,34.73,sale
2026-04-21,GT V12-GROWTH-001,V12-GROWTH-001,1,13.00,6.00,13.00,sale
2026-04-21,GT V12-GROWTH-002,V12-GROWTH-002,2,26.00,12.00,52.00,sale
2026-04-21,GT V12-HEALTHY-001,V12-HEALTHY-001,3,12.00,6.00,36.00,sale
2026-04-21,GT V12-HEALTHY-002,V12-HEALTHY-002,2,9.00,4.00,18.00,sale
2026-04-21,GT V12-MARGIN-001,V12-MARGIN-001,1,9.00,15.00,9.00,sale
2026-04-21,GT V12-MARGIN-002,V12-MARGIN-002,5,14.00,20.00,70.00,sale
2026-04-21,GT V12-OVERSTOCK-001,V12-OVERSTOCK-001,2,30.00,15.00,60.00,sale
2026-04-21,GT V12-OVERSTOCK-002,V12-OVERSTOCK-002,2,80.00,40.00,160.00,sale
2026-04-21,GT V12-PO-001,V12-PO-001,4,9.00,4.00,36.00,sale
2026-04-21,GT V12-PO-002,V12-PO-002,2,10.00,5.00,20.00,sale
2026-04-21,GT V12-SEASONAL-003,V12-SEASONAL-003,1,15.00,7.00,15.00,sale
2026-04-21,GT V12-STOCKOUT-001,V12-STOCKOUT-001,8,16.00,8.00,128.00,sale
2026-04-21,GT V12-STOCKOUT-002,V12-STOCKOUT-002,5,7.00,3.00,35.00,sale
2026-04-22,GT V12-FAST-001,V12-FAST-001,4,11.00,5.00,44.00,sale
2026-04-22,GT V12-FAST-002,V12-FAST-002,6,14.00,7.00,84.00,sale
2026-04-22,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-22,GT V12-FAST-004,V12-FAST-004,3,5.00,2.00,15.00,sale
2026-04-22,Cooking Oil 3L,V12-FIL-001,8,10.37,8.32,82.96,sale
2026-04-22,Sugar 2kg,V12-FIL-002,5,40.98,26.95,204.90,sale
2026-04-22,Flour 5kg,V12-FIL-003,8,53.18,36.47,425.44,sale
2026-04-22,Mayo 750ml,V12-FIL-005,11,6.41,4.14,70.51,sale
2026-04-22,Ketchup 1kg,V12-FIL-006,6,11.33,7.49,67.98,sale
2026-04-22,Olive Oil 1L,V12-FIL-007,5,36.61,26.78,183.05,sale
2026-04-22,Milk 1L,V12-FIL-010,1,15.33,12.73,15.33,sale
2026-04-22,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-22,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-22,Fish 800g,V12-FIL-017,9,58.66,42.10,527.94,sale
2026-04-22,Onion 5kg,V12-FIL-021,7,23.96,17.56,167.72,sale
2026-04-22,Apple 1kg,V12-FIL-023,1,6.32,5.13,6.32,sale
2026-04-22,Chocolate 100g,V12-FIL-030,1,20.09,12.61,20.09,sale
2026-04-22,Candy 500g,V12-FIL-031,6,5.12,3.24,30.72,sale
2026-04-22,Soap 6pk,V12-FIL-033,1,29.31,23.83,29.31,sale
2026-04-22,Toothpaste 3pk,V12-FIL-035,1,55.25,39.53,55.25,sale
2026-04-22,Tissue 6pk,V12-FIL-036,1,19.20,13.90,19.20,sale
2026-04-22,Wipes 80pk,V12-FIL-037,5,30.46,24.64,152.30,sale
2026-04-22,Salt 1kg,V12-FIL-040,11,28.05,18.01,308.55,sale
2026-04-22,Spices 100g,V12-FIL-041,10,17.65,11.92,176.50,sale
2026-04-22,Jam 400g,V12-FIL-043,1,35.14,24.76,35.14,sale
2026-04-22,Canned Beans 400g,V12-FIL-048,7,28.98,22.66,202.86,sale
2026-04-22,Tuna 180g,V12-FIL-049,8,58.71,43.15,469.68,sale
2026-04-22,Instant Noodles 5pk,V12-FIL-050,10,28.16,24.32,281.60,sale
2026-04-22,Zucchini,V12-FIL-056,9,35.42,23.42,318.78,sale
2026-04-22,Eggplant,V12-FIL-057,11,35.67,29.77,392.37,sale
2026-04-22,Mango 1kg,V12-FIL-058,8,32.41,20.67,259.28,sale
2026-04-22,Baby Carrots,V12-FIL-062,1,3.77,2.78,3.77,sale
2026-04-22,Almonds 200g,V12-FIL-064,1,4.43,3.39,4.43,sale
2026-04-22,Stock Cubes 12pk,V12-FIL-070,7,19.59,15.20,137.13,sale
2026-04-22,Ginger 500g,V12-FIL-072,1,21.29,15.31,21.29,sale
2026-04-22,Paprika 100g,V12-FIL-074,1,34.73,25.81,34.73,sale
2026-04-22,Mint,V12-FIL-077,7,26.72,18.48,187.04,sale
2026-04-22,GT V12-GROWTH-001,V12-GROWTH-001,1,13.00,6.00,13.00,sale
2026-04-22,GT V12-GROWTH-002,V12-GROWTH-002,2,26.00,12.00,52.00,sale
2026-04-22,GT V12-HEALTHY-001,V12-HEALTHY-001,3,12.00,6.00,36.00,sale
2026-04-22,GT V12-HEALTHY-002,V12-HEALTHY-002,2,9.00,4.00,18.00,sale
2026-04-22,GT V12-MARGIN-001,V12-MARGIN-001,1,9.00,15.00,9.00,sale
2026-04-22,GT V12-MARGIN-002,V12-MARGIN-002,4,14.00,20.00,56.00,sale
2026-04-22,GT V12-OVERSTOCK-001,V12-OVERSTOCK-001,2,30.00,15.00,60.00,sale
2026-04-22,GT V12-OVERSTOCK-002,V12-OVERSTOCK-002,2,80.00,40.00,160.00,sale
2026-04-22,GT V12-PO-001,V12-PO-001,4,9.00,4.00,36.00,sale
2026-04-22,GT V12-PO-002,V12-PO-002,2,10.00,5.00,20.00,sale
2026-04-22,GT V12-SEASONAL-003,V12-SEASONAL-003,1,15.00,7.00,15.00,sale
2026-04-22,GT V12-STOCKOUT-001,V12-STOCKOUT-001,7,16.00,8.00,112.00,sale
2026-04-22,GT V12-STOCKOUT-002,V12-STOCKOUT-002,5,7.00,3.00,35.00,sale
2026-04-22,GT V12-UNKNOWN-001,V12-UNKNOWN-001,3,7.00,3.00,21.00,sale
2026-04-23,GT V12-FAST-001,V12-FAST-001,4,11.00,5.00,44.00,sale
2026-04-23,GT V12-FAST-002,V12-FAST-002,6,14.00,7.00,84.00,sale
2026-04-23,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-23,GT V12-FAST-004,V12-FAST-004,3,5.00,2.00,15.00,sale
2026-04-23,Cooking Oil 3L,V12-FIL-001,7,10.37,8.32,72.59,sale
2026-04-23,Sugar 2kg,V12-FIL-002,5,40.98,26.95,204.90,sale
2026-04-23,Flour 5kg,V12-FIL-003,8,53.18,36.47,425.44,sale
2026-04-23,Mayo 750ml,V12-FIL-005,11,6.41,4.14,70.51,sale
2026-04-23,Ketchup 1kg,V12-FIL-006,6,11.33,7.49,67.98,sale
2026-04-23,Olive Oil 1L,V12-FIL-007,5,36.61,26.78,183.05,sale
2026-04-23,Milk 1L,V12-FIL-010,1,15.33,12.73,15.33,sale
2026-04-23,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-23,Eggs 30pk,V12-FIL-014,1,46.90,32.21,46.90,sale
2026-04-23,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-23,Fish 800g,V12-FIL-017,9,58.66,42.10,527.94,sale
2026-04-23,Onion 5kg,V12-FIL-021,7,23.96,17.56,167.72,sale
2026-04-23,Apple 1kg,V12-FIL-023,1,6.32,5.13,6.32,sale
2026-04-23,Chocolate 100g,V12-FIL-030,1,20.09,12.61,20.09,sale
2026-04-23,Candy 500g,V12-FIL-031,6,5.12,3.24,30.72,sale
2026-04-23,Soap 6pk,V12-FIL-033,1,29.31,23.83,29.31,sale
2026-04-23,Toothpaste 3pk,V12-FIL-035,1,55.25,39.53,55.25,sale
2026-04-23,Tissue 6pk,V12-FIL-036,1,19.20,13.90,19.20,sale
2026-04-23,Wipes 80pk,V12-FIL-037,5,30.46,24.64,152.30,sale
2026-04-23,Salt 1kg,V12-FIL-040,11,28.05,18.01,308.55,sale
2026-04-23,Spices 100g,V12-FIL-041,10,17.65,11.92,176.50,sale
2026-04-23,Jam 400g,V12-FIL-043,1,35.14,24.76,35.14,sale
2026-04-23,Canned Beans 400g,V12-FIL-048,7,28.98,22.66,202.86,sale
2026-04-23,Tuna 180g,V12-FIL-049,8,58.71,43.15,469.68,sale
2026-04-23,Instant Noodles 5pk,V12-FIL-050,9,28.16,24.32,253.44,sale
2026-04-23,Zucchini,V12-FIL-056,9,35.42,23.42,318.78,sale
2026-04-23,Eggplant,V12-FIL-057,11,35.67,29.77,392.37,sale
2026-04-23,Mango 1kg,V12-FIL-058,8,32.41,20.67,259.28,sale
2026-04-23,Baby Carrots,V12-FIL-062,1,3.77,2.78,3.77,sale
2026-04-23,Almonds 200g,V12-FIL-064,1,4.43,3.39,4.43,sale
2026-04-23,Stock Cubes 12pk,V12-FIL-070,7,19.59,15.20,137.13,sale
2026-04-23,Ginger 500g,V12-FIL-072,1,21.29,15.31,21.29,sale
2026-04-23,Paprika 100g,V12-FIL-074,1,34.73,25.81,34.73,sale
2026-04-23,Mint,V12-FIL-077,7,26.72,18.48,187.04,sale
2026-04-23,GT V12-GROWTH-001,V12-GROWTH-001,1,13.00,6.00,13.00,sale
2026-04-23,GT V12-GROWTH-002,V12-GROWTH-002,2,26.00,12.00,52.00,sale
2026-04-23,GT V12-HEALTHY-001,V12-HEALTHY-001,3,12.00,6.00,36.00,sale
2026-04-23,GT V12-HEALTHY-002,V12-HEALTHY-002,2,9.00,4.00,18.00,sale
2026-04-23,GT V12-MARGIN-001,V12-MARGIN-001,1,9.00,15.00,9.00,sale
2026-04-23,GT V12-MARGIN-002,V12-MARGIN-002,4,14.00,20.00,56.00,sale
2026-04-23,GT V12-OVERSTOCK-001,V12-OVERSTOCK-001,2,30.00,15.00,60.00,sale
2026-04-23,GT V12-OVERSTOCK-002,V12-OVERSTOCK-002,2,80.00,40.00,160.00,sale
2026-04-23,GT V12-PO-001,V12-PO-001,4,9.00,4.00,36.00,sale
2026-04-23,GT V12-PO-002,V12-PO-002,2,10.00,5.00,20.00,sale
2026-04-23,GT V12-SEASONAL-003,V12-SEASONAL-003,1,15.00,7.00,15.00,sale
2026-04-23,GT V12-SEASONAL-004,V12-SEASONAL-004,1,20.00,9.00,20.00,sale
2026-04-23,GT V12-STOCKOUT-001,V12-STOCKOUT-001,7,16.00,8.00,112.00,sale
2026-04-23,GT V12-STOCKOUT-002,V12-STOCKOUT-002,5,7.00,3.00,35.00,sale
2026-04-23,GT V12-UNKNOWN-001,V12-UNKNOWN-001,3,7.00,3.00,21.00,sale
2026-04-24,GT V12-FAST-001,V12-FAST-001,4,11.00,5.00,44.00,sale
2026-04-24,GT V12-FAST-002,V12-FAST-002,6,14.00,7.00,84.00,sale
2026-04-24,GT V12-FAST-003,V12-FAST-003,7,18.00,9.00,126.00,sale
2026-04-24,GT V12-FAST-004,V12-FAST-004,3,5.00,2.00,15.00,sale
2026-04-24,Cooking Oil 3L,V12-FIL-001,7,10.37,8.32,72.59,sale
2026-04-24,Sugar 2kg,V12-FIL-002,5,40.98,26.95,204.90,sale
2026-04-24,Flour 5kg,V12-FIL-003,8,53.18,36.47,425.44,sale
2026-04-24,Mayo 750ml,V12-FIL-005,11,6.41,4.14,70.51,sale
2026-04-24,Ketchup 1kg,V12-FIL-006,6,11.33,7.49,67.98,sale
2026-04-24,Olive Oil 1L,V12-FIL-007,5,36.61,26.78,183.05,sale
2026-04-24,Milk 1L,V12-FIL-010,1,15.33,12.73,15.33,sale
2026-04-24,Yogurt 500g,V12-FIL-011,1,9.42,7.25,9.42,sale
2026-04-24,Eggs 30pk,V12-FIL-014,1,46.90,32.21,46.90,sale
2026-04-24,Chicken 1kg,V12-FIL-015,1,46.44,30.10,46.44,sale
2026-04-24,Fish 800g,V12-FIL-017,9,58.66,42.10,527.94,sale
2026-04-24,Onion 5kg,V12-FIL-021,7,23.96,17.56,167.72,sale
2026-04-24,Apple 1kg,V12-FIL-023,1,6.32,5.13,6.32,sale
2026-04-24,Chocolate 100g,V12-FIL-030,1,20.09,12.61,20.09,sale
2026-04-24,Candy 500g,V12-FIL-031,6,5.12,3.24,30.72,sale
2026-04-24,Soap 6pk,V12-FIL-033,1,29.31,23.83,29.31,sale
2026-04-24,Toothpaste 3pk,V12-FIL-035,1,55.25,39.53,55.25,sale
2026-04-24,Tissue 6pk,V12-FIL-036,1,19.20,13.90,19.20,sale
2026-04-24,Wipes 80pk,V12-FIL-037,5,30.46,24.64,152.30,sale
2026-04-24,Salt 1kg,V12-FIL-040,11,28.05,18.01,308.55,sale
2026-04-24,Spices 100g,V12-FIL-041,10,17.65,11.92,176.50,sale
2026-04-24,Jam 400g,V12-FIL-043,1,35.14,24.76,35.14,sale
2026-04-24,Canned Beans 400g,V12-FIL-048,7,28.98,22.66,202.86,sale
